gene,jenage_blood_age_logFC_per_year,jenage_blood_age_logFC_per_decade,jenage_blood_age_t,jenage_blood_age_p,jenage_blood_age_fdr,jenage_blood_age_ave_log2_rpkm
RP11-53I6.1,4.396636636780712e-4,0.004396636636780712,0.9978523342793268,0.3222583912945367,0.7397180443318134,0.03514762702712967
PSPHP1,0.008795674971609583,0.08795674971609582,0.9977441492878809,0.3223104383437102,0.7397766722181703,1.1483577325966619
RP11-798M19.3,0.0011806455396498263,0.011806455396498262,0.9976652108521331,0.32234841862334707,0.7398030066423499,0.30942952824266823
AC019050.1,5.273671282603682e-4,0.005273671282603682,0.9975876728119402,0.3223857280318051,0.7398274815981902,0.08877759186396444
REM2,0.0026499367126168257,0.026499367126168256,0.9974995320391388,0.32242814272111264,0.7398274815981902,1.9514140647926386
CORIN,-3.772649809131265e-4,-0.003772649809131265,-0.9974777903287741,0.32243860573845884,0.7398274815981902,0.11783855369882704
VSTM2B,6.045775853622653e-4,0.006045775853622653,0.9973921315960677,0.32247983049966256,0.7398612469581243,0.05067319370706253
ZNF37A,-0.001481362257458643,-0.014813622574586429,-0.997208950720757,0.32256800131619634,0.7400027056333257,1.6240383738000594
PGAP3,0.003350106654559686,0.033501066545596855,0.9971025180806745,0.32261923815039173,0.7400594178332731,2.272920280121434
SLC7A6OS,-0.0011408657200011679,-0.011408657200011678,-0.9970465781368681,0.32264616990439077,0.7400603716330989,1.341102250361478
MIR1250,-0.0020780876159670067,-0.020780876159670066,-0.9968419867073438,0.3227446812972965,0.7402254955220269,0.1748005861288081
C14ORF176,1.5575619537495138e-4,0.0015575619537495139,0.9966244856186808,0.32284943076717854,0.740404898332946,0.017584373100416616
CLIP4,-0.0014621768581547156,-0.014621768581547156,-0.9963515413816246,0.3229809140313121,0.7406455764205013,2.426439566245751
GDPD4,8.672874647639388e-5,8.672874647639388e-4,0.9961741278934948,0.3230663972041793,0.7407329144043565,0.007466067501800075
SIRPAP1,0.002386122537702045,0.02386122537702045,0.9961375931638333,0.32308400261584835,0.7407329144043565,0.7518712501545564
RP11-460I13.6,0.0016641755467717344,0.016641755467717345,0.9960012056025024,0.32314973092478994,0.7407329144043565,0.3220808551412964
RP11-242C24.2,-3.3505703344302687e-4,-0.003350570334430269,-0.99596509420135515,0.3231671353364941,0.7407329144043565,0.04811834706300268
FAM212B,0.003081021897964512,0.03081021897964512,0.9959269241211376,0.32318553263893746,0.7407329144043565,3.01751310038027
AC060834.2,1.795779853885087e-4,0.0017957798538850872,0.9958338052423282,0.32323041722349966,0.7407329144043565,0.023363726851860486
RP11-752G15.9,-9.893562638603791e-4,-0.009893562638603791,-0.9957137427485743,0.32328829514626434,0.7407329144043565,0.3769672764751198
NID1,0.0020385322490005723,0.020385322490005724,0.9955856275090433,0.3233500626480659,0.7407329144043565,1.0152051915467601
UCP1,-1.2861850177039484e-4,-0.0012861850177039484,-0.9955837444960661,0.3233509705536052,0.7407329144043565,0.009811842969981324
HNRNPA1P22,2.475469271286261e-4,0.002475469271286261,0.9954429305822551,0.32341886961563093,0.7407329144043565,0.03004835044583317
AC010127.3,-2.4662478670470076e-4,-0.0024662478670470075,-0.9954389099501167,0.3234208084640543,0.7407329144043565,0.06603974574187729
C8ORF76,9.295440048699908e-4,0.009295440048699909,0.9954255057175904,0.3234272723731194,0.7407329144043565,1.4066582537900094
MSRA,0.0017268951811647863,0.017268951811647865,0.9954254931842863,0.32342727841708185,0.7407329144043565,1.728088652772903
ACTBP11,0.0027272103030578157,0.027272103030578157,0.9953590380460655,0.3234593262833979,0.7407329144043565,1.0438601060638397
TMEM229B,0.0024367372633830654,0.024367372633830653,0.9952538541994373,0.32351005533077815,0.7407329144043565,1.7170012699792403
PRPS1L1,-8.68745172663229e-4,-0.00868745172663229,-0.9952521013350794,0.3235109007635587,0.7407329144043565,0.37731428911370407
SPCS3,-0.0012308596573003922,-0.012308596573003922,-0.995251654281998,0.3235111163842035,0.7407329144043565,4.594179708297198
ATP8A2P2,-2.6614099706222136e-4,-0.0026614099706222137,-0.9952123234759505,0.32353008661842286,0.7407329144043565,0.042932525985175406
FAM19A5,6.552120190663162e-5,6.552120190663162e-4,0.9951837354865335,0.32354387578883337,0.7407329144043565,0.004609752296069129
COX16,-0.001914509477264375,-0.01914509477264375,-0.9951714504579966,0.32354980148704804,0.7407329144043565,3.7751467556668192
DHX35,-0.0015957447449454075,-0.015957447449454074,-0.9950692053976474,0.32359912232526533,0.7407850643125128,1.799922777613595
SCARNA20,5.060491874239317e-4,0.005060491874239317,0.9949260418356884,0.3236681898104832,0.7408488064718163,0.10129521493152839
RP11-119D9.1,-5.44922430532574e-4,-0.005449224305325739,-0.9948414210930118,0.32370901866552226,0.7408488064718163,0.28257009693096835
RP11-124L5.7,-1.2887093447963108e-4,-0.0012887093447963107,-0.9947883018296279,0.32373465005637503,0.7408488064718163,0.009044979314411488
RP11-536C5.2,2.906517972362727e-4,0.002906517972362727,0.9946778862339277,0.3237879327142692,0.7408488064718163,0.02358907749453758
RP11-175M2.2,-3.413433258672536e-4,-0.003413433258672536,-0.9946734222264177,0.32379008700937684,0.7408488064718163,0.10359204338379074
IGF2BP1,6.168463254181934e-5,6.168463254181934e-4,0.9946355530228043,0.32380836277566794,0.7408488064718163,0.009589529021670698
RP11-417O11.6,6.722103865205787e-4,0.006722103865205787,0.9946264077072234,0.32381277642958395,0.7408488064718163,0.1940984158522074
RNF121,0.0010467067530955752,0.010467067530955752,0.9943925804828696,0.32392563827251386,0.7410462757529395,2.273217635959986
DEXI,0.0024125822749707176,0.024125822749707176,0.9942301422946733,0.3240040580818848,0.7411162081679495,1.5333361696317824
RP5-1074L1.1,-3.9579575946108663e-4,-0.003957957594610866,-0.9942178253978905,0.3240100047908492,0.7411162081679495,0.17141217411265033
LENG1,0.001526086000022374,0.01526086000022374,0.9941642580358724,0.32403586844405186,0.7411162081679495,3.0692925038925
RP11-163E9.2,-1.958560039827985e-4,-0.001958560039827985,-0.9938431969204328,0.3241909136004846,0.7414100621590892,0.024334337593721042
AC087491.2,-2.5704173478509004e-4,-0.0025704173478509,-0.993760484748914,0.3242308645473474,0.7414331681230959,0.02240302865539384
RIN2,0.0017935993265995604,0.017935993265995605,0.9936671512214726,0.3242759496777894,0.7414331681230959,1.8498829982339557
PRSS58,-8.193621577408187e-5,-8.193621577408187e-4,-0.9936572921057134,0.32428071240697354,0.7414331681230959,0.007390357663492349
RP13-188A5.1,0.001483600258015627,0.01483600258015627,0.9935211238066147,0.324346497190226,0.7414935235707639,0.6052827710097525
CD101,0.003334837665196001,0.03334837665196001,0.9934926701073852,0.3243602446891959,0.7414935235707639,2.8935727716480355
HSD17B7P2,-0.0017640457762554706,-0.017640457762554705,-0.9934097188805142,0.32440032506746064,0.7415244121730407,2.200956009013733
RP11-1024P17.1,-0.001614555840119138,-0.01614555840119138,-0.9932876669270704,0.3244593041434026,0.7415300306481414,1.6757390575857172
VLDLR,0.002123649147822595,0.021236491478225948,0.9932786028225825,0.3244636844692639,0.7415300306481414,0.6206915994579678
MIR143HG,8.392073923938857e-5,8.392073923938857e-4,0.9932396922532528,0.32448248886799536,0.7415300306481414,0.006584385529236993
HES1,0.001967968538754938,0.019679685387549377,0.9931554004739771,0.32452322723956517,0.7415624097147752,0.7378761789047246
CD7,-0.005855392139825492,-0.058553921398254924,-0.9929780284006855,0.3246089626296085,0.7416104114075242,5.241445577185987
IGLV1-62,-5.43680222686765e-4,-0.005436802226867651,-0.9927756055922983,0.32470682511506,0.7416104114075242,0.05910664160108062
MED30,-0.0013641018115033781,-0.01364101811503378,-0.9927311702402712,0.3247283102780322,0.7416104114075242,4.057031450065507
SRP68P2,0.002413732226733147,0.024137322267331472,0.9927045676631201,0.3247411734790261,0.7416104114075242,1.261075583345481
TRIM62,0.002068138277583225,0.020681382775832247,0.9926923270520799,0.3247470923219876,0.7416104114075242,1.033203843075408
AC016739.2,-0.002137169560060097,-0.021371695600600968,-0.9926530930350045,0.3247660640807929,0.7416104114075242,6.424326300331962
RHD,0.0029018851927587216,0.029018851927587217,0.9926440857579087,0.32477041968834663,0.7416104114075242,0.9537608057865818
RP11-102H24.1,-0.0010498026204501722,-0.010498026204501722,-0.9926204342189506,0.32478185693967965,0.7416104114075242,0.43310008696552144
SPTB,0.0012602800254734878,0.012602800254734878,0.9925110078874627,0.3248347760812089,0.7416104114075242,0.4909183734121226
ALG5,0.001714012353675071,0.01714012353675071,0.9924648469307249,0.324857101483475,0.7416104114075242,3.732520182179291
IFITM4P,9.798643954836977e-4,0.009798643954836976,0.9923130502736153,0.3249305240176623,0.7416104114075242,0.21809710064812668
SNX18P26,3.344862729801314e-4,0.0033448627298013137,0.9922719823063733,0.32495039008663296,0.7416104114075242,0.03622627348544042
RP11-158M2.4,4.574400971481379e-4,0.004574400971481379,0.9920612070598126,0.32505236248021374,0.7416104114075242,0.047032740233701346
LEPROT,-0.0010485452551076458,-0.010485452551076458,-0.9920225322395156,0.3250710755512052,0.7416104114075242,3.90626017546814
ENSA,0.0010258341028189263,0.010258341028189264,0.9919126289981719,0.325124256891135,0.7416104114075242,4.989238183810975
MAP7D2,-1.682963799144325e-4,-0.001682963799144325,-0.9918769641887972,0.32514151606660224,0.7416104114075242,0.023032711693789315
HNRNPA3P5,-6.331309523411716e-4,-0.006331309523411716,-0.9918622264028468,0.32514864826212275,0.7416104114075242,0.16301610250382215
HMSD,-2.7186930445760875e-4,-0.0027186930445760875,-0.9917280627077724,0.3252135801581286,0.7416104114075242,0.04615735098261155
WIBG,0.0015468980362710128,0.015468980362710128,0.9917115460970691,0.3252215743849193,0.7416104114075242,3.37298619518178
MED1,-0.0017041293621639668,-0.01704129362163967,-0.9916919361862477,0.3252310659741001,0.7416104114075242,2.840724536311516
PKP2,5.640156213949034e-4,0.005640156213949034,0.9916655648695712,0.32524383051009254,0.7416104114075242,0.20277127866784078
AC129492.6,-8.732456523364925e-4,-0.008732456523364924,-0.9916525298351869,0.3252501399947312,0.7416104114075242,0.2505824977175323
SPR,0.0016233294927817613,0.016233294927817613,0.9916516102260686,0.3252505851258748,0.7416104114075242,0.8199876713722597
AL139099.1,2.1407227647618032e-4,0.002140722764761803,0.991593207184859,0.32527885559088066,0.7416104114075242,0.04003197564008263
CCDC88B,0.0042175524882326464,0.04217552488232647,0.9915544369130656,0.32529762355930936,0.7416104114075242,2.412546091249643
TAS2R38,8.517557314068367e-5,8.517557314068367e-4,0.9915513445706932,0.3252991205358897,0.7416104114075242,0.008427530169267543
PDE8B,-9.375375065388748e-4,-0.009375375065388748,-0.9915221305790405,0.3253132630067749,0.7416104114075242,0.48738428491668945
RP11-275F13.1,-1.3412722896370566e-4,-0.0013412722896370566,-0.9915192028004269,0.32531468036474065,0.7416104114075242,0.01134901895165825
AL583842.2,0.0010692807992639154,0.010692807992639154,0.991504471038039,0.32532181217570655,0.7416104114075242,0.09418953163872279
DDX10,-0.001202914302819984,-0.012029143028199839,-0.9914640548910938,0.32534137861962475,0.7416104114075242,1.4711697459285173
EP300,0.0016638592011240668,0.01663859201124067,0.9913777299048142,0.3253831732805539,0.7416451095353418,2.2777175812635075
ZBTB8OS,0.0012346260749513862,0.012346260749513862,0.9913174171190192,0.3254123761315937,0.7416511038569966,3.3733633850963836
BTN2A2,-0.002472166060172447,-0.02472166060172447,-0.9907238378090627,0.325699874508926,0.7421924359644017,2.0564050262709967
RP11-66N11.5,-2.797794153817613e-4,-0.002797794153817613,-0.9906387524780681,0.3257410991990862,0.7421924359644017,0.03240242529670605
MSLN,-0.0014655163755866514,-0.014655163755866514,-0.9906129757448309,0.3257535889690638,0.7421924359644017,0.071574641525917
GABRA4,5.114094155156057e-5,5.114094155156056e-4,0.9905821893618193,0.32576850651562284,0.7421924359644017,0.0039859746691014285
RP11-143M1.7,-9.100501329849975e-4,-0.009100501329849974,-0.9905337703379283,0.32579196888167206,0.7421924359644017,0.1312873301110952
ARF3,0.003232284221197629,0.03232284221197629,0.9904976980377289,0.32580944913779464,0.7421924359644017,3.944783035643449
CLRN1,7.649132921542175e-5,7.649132921542176e-4,0.9903944639725102,0.32585947872918175,0.7422458215401503,0.007681634287993788
CTD-2199O4.3,-3.0355343514482954e-4,-0.0030355343514482953,-0.9902968993667858,0.32590676547387,0.7422627885927137,0.0810191909933961
ALG2,-0.001593451465729594,-0.01593451465729594,-0.9901922559268347,0.32595748820474,0.7422627885927137,3.1425812691965853
CTD-2014E2.5,-4.856542461509809e-4,-0.004856542461509809,-0.9901865157468119,0.3259602707348661,0.7422627885927137,0.0457084567037578
TERF1,-0.0011067093768841931,-0.011067093768841931,-0.9901019770178894,0.32600125238987265,0.7422627885927137,1.4199437752657242
OR5K1,3.139377794699443e-4,0.003139377794699443,0.9900341096914443,0.3260341547686495,0.7422627885927137,0.03674332014990243
CMTM1,-0.0018437527709019932,-0.018437527709019932,-0.9900103875625444,0.3260456558828232,0.7422627885927137,0.9776315555444961
RP4-704D21.2,-8.349037636484691e-4,-0.008349037636484691,-0.9899950508761002,0.3260530916569928,0.7422627885927137,0.15414602414110234
RP11-6D1.6,1.1813017081702765e-4,0.0011813017081702764,0.9897375894046644,0.32617793504893267,0.7424864339952459,0.02499162371419981
FAT4,-2.6357472492858903e-4,-0.0026357472492858905,-0.9896265741287525,0.32623177631660816,0.7425484323109226,0.07358412121057939
RP11-184E9.2,-1.7111593182225497e-4,-0.0017111593182225497,-0.989568044887123,0.3262601647794746,0.74255249115185,0.012254900461414399
CCDC150,1.864884906296056e-4,0.001864884906296056,0.9893320087349075,0.32637466618614464,0.7427043901440463,0.08215907891907345
RP11-327F22.5,-4.8617534296892327e-4,-0.004861753429689233,-0.9892994682788177,0.3263904536966481,0.7427043901440463,0.044120168484899996
SLC25A16,-0.0010047460921601688,-0.010047460921601688,-0.9892659055512646,0.32640673771074424,0.7427043901440463,1.856934288342498
CTD-2290C23.2,-3.999653196204942e-4,-0.003999653196204942,-0.9890911066743553,0.32649155563372834,0.7427661741314152,0.04314039102908061
OLR1,0.0030057767853107335,0.030057767853107334,0.9890211431943047,0.3265255082299098,0.7427661741314152,0.6734953015817821
ZBED1,0.0030117682055521163,0.030117682055521164,0.9890174769987532,0.3265272874637474,0.7427661741314152,2.254187118176942
ABLIM3,0.0014913499242179085,0.014913499242179084,0.9889905770759331,0.3265403424074692,0.7427661741314152,0.587041770904478
RP11-768G7.2,0.0011599135056173508,0.011599135056173507,0.9889002281125528,0.32658419268359506,0.742798608213019,0.4779702620349933
PDAP1,0.002364370697948682,0.023643706979486822,0.9888515303438904,0.32660782945145717,0.742798608213019,3.9043900983274162
RP11-351K16.4,-2.30816554510722e-4,-0.00230816554510722,-0.9887097609083231,0.3266766475311641,0.7428512655536008,0.018881788370934245
CTD-2555C10.3,1.650361004490883e-4,0.001650361004490883,0.988647643769461,0.32670680363107607,0.7428512655536008,0.017388285870245598
TCTEX1D2,-0.0016418583840671903,-0.016418583840671904,-0.9886167709731742,0.3267217921826865,0.7428512655536008,1.1601634618822687
POLR1A,0.0011103644251051147,0.011103644251051148,0.9885466997923316,0.3267558130056155,0.7428512655536008,0.5438003420753669
HPDL,-5.687401491842475e-4,-0.005687401491842475,-0.988529709197295,0.326764062601274,0.7428512655536008,0.1495215865073135
RP11-299H22.1,3.4953996462693286e-4,0.0034953996462693286,0.9884489148745293,0.32680329328854196,0.7428799410069398,0.07401731853181251
ATG10,-0.001040697291459819,-0.010406972914598191,-0.988384679689012,0.3268344857175104,0.7428903409378382,1.0486537774490199
RP11-159H3.1,-0.0017356390601204503,-0.017356390601204502,-0.9882666472695445,0.3268918070997916,0.7429151742252972,1.1036530566112994
KDM4E,-1.8211818711546648e-4,-0.0018211818711546647,-0.9882389168633391,0.32690527509240286,0.7429151742252972,0.024386279089539022
RP11-603J24.5,3.351568299836894e-4,0.003351568299836894,0.9881977575807573,0.32692526584862414,0.7429151742252972,0.043896320576109996
MIR106B,-0.0033832078339540578,-0.03383207833954058,-0.9876784325433597,0.3271775680211805,0.7433721306550806,1.1469088263122234
RP11-395P13.6,4.2491838362428575e-4,0.004249183836242857,0.9876742056215732,0.3271796221055897,0.7433721306550806,0.06250778550169882
RP11-445O3.2,-2.877136470659585e-4,-0.002877136470659585,-0.9874418353911176,0.3272925562648953,0.7435681925399453,0.03555091561577841
RP11-282K24.1,5.791073882282765e-4,0.005791073882282765,0.9873576541488672,0.3273334755530013,0.7435793970965026,0.13094401168375808
NAT1,-0.0014175009165774762,-0.01417500916577476,-0.9872913891093302,0.327365688426692,0.7435793970965026,2.4284094803328293
TRPC3,6.579961287251318e-4,0.006579961287251318,0.9872672134905371,0.3273774412445234,0.7435793970965026,0.07257085858582286
ARC,1.847880497797862e-4,0.0018478804977978618,0.987212468321376,0.3274040562851638,0.7435793970965026,0.029066066738811926
RP11-287D1.1,-2.6165906960975266e-4,-0.0026165906960975266,-0.9871420778626101,0.32743827959140404,0.7435966137832455,0.07307531700828397
CREM,0.0011175654477618888,0.011175654477618889,0.9869135323713427,0.3275494130749881,0.7436433351056378,1.8635506252530145
ZNF90P3,1.971033814380513e-4,0.001971033814380513,0.9868720133714598,0.32756960496893794,0.7436433351056378,0.01940351315511728
NIPAL4,-4.384569964356381e-4,-0.004384569964356381,-0.986851056686363,0.32757979712710295,0.7436433351056378,0.11495115092509824
GABPB1,-0.0012459537474902402,-0.012459537474902402,-0.9868249650567589,0.3275924869294564,0.7436433351056378,3.1557616547600515
LRRC59,0.0020074491595859574,0.020074491595859573,0.9867797880740673,0.3276144597674213,0.7436433351056378,3.667950264843626
LRRIQ1,7.863451712815145e-5,7.863451712815145e-4,0.9867710310784376,0.3276187190418819,0.7436433351056378,0.009924687549510647
AC096579.13,-4.3427797702643984e-4,-0.004342779770264399,-0.9866000920047128,0.3277018686790504,0.7437715828927621,0.08769420359879511
XKR6,-4.1225175010898673e-4,-0.0041225175010898675,-0.9864667380871057,0.3277667455671468,0.7437970516935332,0.19007959437075847
RNF138P1,-0.0012830888565018945,-0.012830888565018945,-0.9864182634851626,0.3277903306523642,0.7437970516935332,0.5666927235161074
AGMO,5.767677897686669e-4,0.005767677897686669,0.9863251890256631,0.3278356187474204,0.7437970516935332,0.11961665108889061
SETD8,0.0021744985022481593,0.021744985022481594,0.9863187142914641,0.327838769373082,0.7437970516935332,1.4706810439450302
HIST2H2BD,-0.0023396029860504155,-0.023396029860504153,-0.9862890263032049,0.3278532158976212,0.7437970516935332,0.9752485532603807
NBPF8,-0.0012074592676990675,-0.012074592676990674,-0.9862483931727891,0.327872989143158,0.7437970516935332,0.48649760790251356
SLC9A3R1,0.005550743627795684,0.05550743627795684,0.9861114598180812,0.3279396306746064,0.7438877675656912,5.165706100106198
VPS11,0.0018669452689296616,0.018669452689296616,0.9860189851472323,0.3279846405344531,0.743929404089117,3.8306586323346816
HRK,-8.475757589767486e-4,-0.008475757589767485,-0.9859076761562415,0.3280388230000516,0.7439437320295377,0.14870731610322888
CTTNBP2,2.941138681418459e-4,0.002941138681418459,0.9858895788877958,0.3280476328652616,0.7439437320295377,0.03988253305096833
CTA-246H3.8,-4.7495081110730185e-4,-0.004749508111073018,-0.9858417382575109,0.3280709227452364,0.7439437320295377,0.05970863921812116
BHMT2,1.9096876531277262e-4,0.0019096876531277261,0.9857197414620197,0.3281303184656238,0.7440179696462393,0.06262102463592512
RP1-278E11.3,-0.001985172384792942,-0.019851723847929423,-0.9856649526929792,0.3281569954130026,0.7440180131581561,1.7150636413166123
PRNP,-0.0014436104127769453,-0.014436104127769453,-0.9855971677422173,0.32819000226614015,0.7440324070545017,4.881080568545752
ZNF562,-0.00131515773895253,-0.0131515773895253,-0.9854118279716108,0.32828026191797477,0.744120013565592,1.9349627252706165
RP11-678B3.1,-0.0016869231963133685,-0.016869231963133686,-0.9854083250062544,0.3282819680054867,0.744120013565592,0.20394310356161818
ARHGAP9,0.0033326900184897424,0.03332690018489742,0.9852024487862696,0.32838224850041775,0.7441284403813079,5.819220920171329
FGFBP3,0.0011778997216308597,0.011778997216308597,0.9851694685405021,0.3283983147791183,0.7441284403813079,0.6061719813776042
NMD3P2,-8.264783184287321e-4,-0.008264783184287321,-0.9851568935429,0.3284044408084197,0.7441284403813079,0.18223827114684923
DUXA,-1.2631997881031894e-4,-0.0012631997881031895,-0.9850700380661583,0.328446755350704,0.7441284403813079,0.01196910015585854
DEGS2,9.466202765998608e-4,0.009466202765998608,0.9849773492219666,0.3284919158078293,0.7441284403813079,0.17779218095214003
MACF1,0.0023167153062044485,0.023167153062044483,0.9849602940327606,0.32850022599659023,0.7441284403813079,2.5365563182202226
HIST1H2AJ,8.779087940410653e-4,0.008779087940410654,0.9849455876241014,0.32850739184758515,0.7441284403813079,0.21840852934857555
HAP1,1.1772172248034583e-4,0.0011772172248034583,0.9849417788443421,0.3285092477321757,0.7441284403813079,0.045892772692878926
SUCLA2P1,-2.1019294463782602e-4,-0.00210192944637826,-0.9848843142401805,0.3285372490606273,0.7441284403813079,0.0983953052566206
RP11-672A2.3,-7.257748015264907e-4,-0.007257748015264907,-0.9848031891478655,0.3285767823611532,0.7441284403813079,0.1041428174581213
BACH1,-0.002096489069183185,-0.020964890691831852,-0.9847987114307422,0.3285789645023016,0.7441284403813079,4.8816433533070365
ZSCAN4,-1.8017343874888905e-4,-0.0018017343874888905,-0.9846563244401381,0.32864835946021864,0.7442252099419637,0.022334858748977997
HESX1,-0.001994267777953159,-0.01994267777953159,-0.9845980128547139,0.32867678150957935,0.7442291880522764,0.3648415171977225
TTC7A,0.003311026668165717,0.033110266681657174,0.984313368007829,0.328815545641288,0.7444038883485844,2.092547957207616
CPVL,0.0022512482245390397,0.022512482245390396,0.9841718262210295,0.32888456162975666,0.7444038883485844,6.696317822741243
AC009495.2,0.0022312704826092486,0.022312704826092485,0.984085307304986,0.3289267531206923,0.7444038883485844,1.5079161606653158
PRPF8,0.0032986198700955113,0.032986198700955115,0.9840244701617769,0.32895642288660376,0.7444038883485844,3.9173831400822365
AC073065.3,3.339844094642528e-4,0.003339844094642528,0.9840094979513891,0.3289637249808829,0.7444038883485844,0.07091907116525463
ANKRD18A,0.0014292191773320059,0.014292191773320058,0.9839883078711228,0.32897405977543104,0.7444038883485844,0.3541140644978154
RP1-274L7.1,2.636456066242908e-4,0.002636456066242908,0.9839787095053681,0.32897874114710235,0.7444038883485844,0.0602931955278556
TTK,-6.992584694090004e-4,-0.006992584694090004,-0.9838957381097354,0.3290192102904933,0.7444038883485844,0.27754141251365033
AC013264.2,-0.004171256574385785,-0.04171256574385786,-0.9838845652303781,0.3290246600940808,0.7444038883485844,3.1918658748790407
HSA-MIR-3187,8.200903476159133e-5,8.200903476159134e-4,0.9838326360248174,0.3290499904275995,0.7444038883485844,0.006960526961745588
CD164L2,-2.2405226641994495e-4,-0.0022405226641994493,-0.9837263259197683,0.3291018510350455,0.7444038883485844,0.022454024857991216
ATP6V1F,0.001541442439636211,0.01541442439636211,0.9837188127384796,0.32910551634956853,0.7444038883485844,6.795779408579221
BRD7P4,-0.0010310695810827324,-0.010310695810827324,-0.983715171511774,0.3291072927361447,0.7444038883485844,0.6970855750191565
CTD-2049O4.1,2.687150207594646e-4,0.002687150207594646,0.9836329156876228,0.3291474232553956,0.7444038883485844,0.042264593110176905
RP11-374C13.1,-6.962705440539725e-4,-0.006962705440539725,-0.9835692762667828,0.32917847353520946,0.7444038883485844,0.12158868281062261
ZC2HC1C,3.2263296843982106e-4,0.003226329684398211,0.9835647533135039,0.3291806804012264,0.7444038883485844,0.1152256864728166
SLC38A6,-0.0010491156223233166,-0.010491156223233166,-0.9833877669274427,0.32926704435412546,0.7444583690535503,1.1099486354899653
RP5-1115A15.1,0.0027142242638779727,0.027142242638779727,0.9833831005288178,0.32926932161769296,0.7444583690535503,2.144922662946271
GLTSCR2,-0.002315092387829839,-0.02315092387829839,-0.983351398782763,0.32928479276123535,0.7444583690535503,7.921388159058993
ZDHHC19,0.0010786155831286701,0.010786155831286701,0.9832403452180806,0.3293389931291506,0.7444958023669043,0.29523591469940624
AC018470.3,-3.6668937655544916e-4,-0.0036668937655544914,-0.9831625712155261,0.329376954730059,0.7444958023669043,0.08272898378030946
FAM153C,-7.879100387860807e-4,-0.007879100387860808,-0.9831535161871102,0.3293813746910259,0.7444958023669043,0.1954036773386629
STK19P,0.0012028518111103941,0.01202851811110394,0.983037011891413,0.329438246543475,0.7445090649121563,0.6847728923848739
ZW10,-0.001138037011688669,-0.01138037011688669,-0.9829530402729136,0.32947924153277774,0.7445090649121563,2.9244136259516478
ERVFRD-1,-1.6807225613584155e-4,-0.0016807225613584154,-0.9829354092987973,0.3294878494138872,0.7445090649121563,0.028756715870328933
SIDT1-AS1,-3.844281898122206e-4,-0.003844281898122206,-0.98292292686313,0.32949394374041396,0.7445090649121563,0.032938309463297066
RTDR1,7.717300361935239e-4,0.007717300361935239,0.9827004715141782,0.32960256614319083,0.7446942136368863,0.3138281441286393
RP11-30L4.5,-0.003492040244658492,-0.03492040244658492,-0.9825557924995382,0.3296732240035838,0.744731686581842,1.0734596294608414
SNORA42,-5.757159582713688e-4,-0.005757159582713688,-0.9825137890298908,0.32969373940220204,0.744731686581842,0.09360762228122584
AC012066.1,0.0010110892475328308,0.010110892475328308,0.982502605752241,0.32969920169850375,0.744731686581842,0.40432035986709314
STK17B,-0.0012907940381254883,-0.012907940381254883,-0.9822842212393696,0.3298058802195425,0.7449123668307381,5.514178930782665
ITSN1,4.409376655471794e-4,0.0044093766554717945,0.9821488791934238,0.3298720048687417,0.7450014287009694,0.27578450942868976
AC061975.7,-0.0024132180916253284,-0.024132180916253285,-0.9820931724268686,0.3298992243198804,0.7450026175878196,0.6789782160273843
PSMA2,-0.001030923527855794,-0.01030923527855794,-0.9819538934949135,0.32996728533867115,0.7450853572496036,1.6298620706173779
SLC12A7,0.003878015551381712,0.03878015551381712,0.9819089396621665,0.3299892547818828,0.7450853572496036,1.7825621569947159
SEMA3C,-0.0012067058945981763,-0.012067058945981764,-0.9815454089965324,0.3301669519539333,0.7453912264036592,1.0084758603462844
MLLT10P2,-6.679257778010408e-4,-0.006679257778010408,-0.9814783075290342,0.33019975871292584,0.7453912264036592,0.09255734823394068
RP11-342M1.6,-3.034828281255742e-4,-0.0030348282812557416,-0.9814679120414294,0.3302048413921477,0.7453912264036592,0.062142045977405955
PEG10,-7.6190773370354e-4,-0.0076190773370354,-0.9813306045495337,0.33027198019098314,0.7454824882434565,0.23538150705591382
RP1-261D10.2,-6.848996050119801e-4,-0.0068489960501198,-0.981275609646203,0.3302988734094139,0.7454829012499387,0.26276014745814147
MEGF10,-4.038805373493436e-5,-4.0388053734934364e-4,-0.9808882165467795,0.33048835478525573,0.7457943130134272,0.0018529636087350086
ADH4,-1.2516489499631733e-4,-0.0012516489499631734,-0.9808842556897204,0.3304902924883578,0.7457943130134272,0.017577351578532904
PARP4P1,0.001408697267845152,0.01408697267845152,0.9806585990092355,0.3306006991287074,0.7459279963147917,0.6616772712502629
ASTL,-2.9731625879374587e-4,-0.002973162587937459,-0.9806539272919794,0.3306029851097805,0.7459279963147917,0.05183730106599281
RAB1B,0.003622407173034786,0.03622407173034786,0.9805833612297125,0.33063751601748814,0.7459456044012686,4.908260499191158
NAGPA,0.002647142564400923,0.02647142564400923,0.9804939662903962,0.3306812641104705,0.7459840026934393,1.5716193654632575
TERF1P2,2.052564108384652e-4,0.002052564108384652,0.9803626837429881,0.330745518115229,0.7459993145795598,0.026018335746143286
RP3-375P9.2,-0.002044948795930309,-0.02044948795930309,-0.9803233121111337,0.3307647895022955,0.7459993145795598,1.2265647864440767
RP11-51L5.2,4.6329131277759143e-4,0.004632913127775915,0.9802765577476079,0.3307876755107175,0.7459993145795598,0.04707134164574522
