gene,jenage_blood_age_logFC_per_year,jenage_blood_age_logFC_per_decade,jenage_blood_age_t,jenage_blood_age_p,jenage_blood_age_fdr,jenage_blood_age_ave_log2_rpkm
FRMPD1,1.510461987770127e-4,0.001510461987770127,0.9802092229369269,0.33082063738116685,0.7459993145795598,0.03922379791253294
ANKRD36C,-5.978626197176171e-4,-0.00597862619717617,-0.9801781364523167,0.3308358556334704,0.7459993145795598,0.2887326127533078
RP1-72A23.3,-7.302213074258184e-4,-0.007302213074258184,-0.9801518511172238,0.3308487238661112,0.7459993145795598,0.07303455988763172
PPIB,0.0016220649092700391,0.016220649092700393,0.9800978680598667,0.33087515281907454,0.7459993145795598,6.304540844039619
RP11-416A17.6,-4.452992618470974e-4,-0.004452992618470974,-0.9798770510463665,0.3309832746848541,0.7461802273058851,0.0830416068728142
RP4-593M8.1,6.056005998926551e-4,0.006056005998926551,0.9797988119761601,0.33102158964299655,0.7461802273058851,0.09614848925259553
PSPC1,-0.0013128639566832986,-0.013128639566832986,-0.9796929980638855,0.33107341312989114,0.7461802273058851,3.726755281173629
CCDC153,0.0022048888090008684,0.022048888090008684,0.9796688725834565,0.3310852295926531,0.7461802273058851,1.269526982864214
DSG2,-2.140405919751106e-4,-0.0021404059197511057,-0.9796610324485235,0.33108906968671015,0.7461802273058851,0.08299318465324519
GNA11,-9.036292693754605e-4,-0.009036292693754605,-0.9794639392217491,0.33118561554462433,0.7463274213835369,0.14087062065421777
HAUS8,0.0012795878290249648,0.012795878290249647,0.9793115660218019,0.33126026813998066,0.7463274213835369,2.9938239632621304
RP11-809N8.4,0.002637291432300479,0.026372914323004794,0.9791098930845391,0.3313590914245622,0.7463274213835369,1.1314763364928457
IFFO2,0.0025216129835906537,0.025216129835906535,0.979106414391536,0.3313607962166184,0.7463274213835369,1.508475831464765
CTD-2258A20.5,-2.9835089643922094e-4,-0.0029835089643922095,-0.9790402706439573,0.3313932121789388,0.7463274213835369,0.03919652812188291
SLC22A17,-0.001585137646727193,-0.01585137646727193,-0.9790231035841688,0.3314016258158168,0.7463274213835369,0.42342531358054325
DDX3X,0.005585920752456188,0.05585920752456188,0.9789730570924191,0.33142615458644875,0.7463274213835369,6.093047895031978
AC032027.1,-9.703029193452372e-4,-0.009703029193452372,-0.9789223154255142,0.3314510253038766,0.7463274213835369,0.08747167764317756
RP11-875O11.1,6.317482285023468e-4,0.0063174822850234685,0.9788883092436801,0.33146769391761755,0.7463274213835369,0.309111983685219
SLA2,0.0024925582719982227,0.02492558271998223,0.9788839843625147,0.33146981385943763,0.7463274213835369,3.495381312193976
MYO1F,0.005124355026982394,0.05124355026982394,0.9788142824903702,0.3315039811036691,0.7463274213835369,6.1357938526300435
RP11-606P2.1,0.001507340550904921,0.01507340550904921,0.9787547963396803,0.33153314253608945,0.7463274213835369,0.8221316464454557
PDCD6,0.0012128408257641025,0.012128408257641025,0.9787314912584049,0.3315445676678096,0.7463274213835369,2.832293900920003
SNTB2,3.932140587861906e-4,0.0039321405878619065,0.9787311021956481,0.331544758404961,0.7463274213835369,0.209691713279787
RP11-367E12.4,0.0017999366253415754,0.017999366253415753,0.9786469103475486,0.3315860349808851,0.7463274213835369,2.4320329971626116
RP11-59K5.1,-0.0017264913103809303,-0.0172649131038093,-0.9786052222550407,0.33160647458188275,0.7463274213835369,2.026098145279456
AC069363.1,0.0010196290399302852,0.010196290399302851,0.9785729496660779,0.33162229835050094,0.7463274213835369,0.09034725973396014
RP11-345M22.3,-5.12444329178071e-4,-0.00512444329178071,-0.9785385828051728,0.33163914952409257,0.7463274213835369,0.13531951010875634
PPP1R15A,0.003385862624898155,0.033858626248981546,0.9784910628811408,0.3316624510003586,0.7463274213835369,4.371865535110927
MYO7B,0.0020292229919738752,0.020292229919738752,0.9782122855007029,0.33179917180498086,0.7465512028802994,0.7265133734927368
MMP25,0.00537746123972225,0.0537746123972225,0.9781792112194406,0.33181539490254797,0.7465512028802994,4.888216322064566
FAM22F,9.223524862350781e-5,9.223524862350781e-4,0.9780320459994781,0.33188758653433204,0.746653437060552,0.012672679429708185
RP11-465L10.10,3.2571274061804294e-4,0.0032571274061804294,0.977858107822223,0.3319729250001874,0.7467751187625408,0.03829792951403176
RP1-197O17.2,-0.0011000159960861207,-0.011000159960861207,-0.9777785271658516,0.3320119741249662,0.7467751187625408,0.27537017593297786
RP11-414H23.3,-0.0011600710937646338,-0.011600710937646337,-0.9777255549029725,0.33203796856563284,0.7467751187625408,0.24981175688961102
RP11-573I11.2,-1.1741827648544189e-4,-0.001174182764854419,-0.977703686360222,0.3320487002451856,0.7467751187625408,0.012157864423335182
RP11-468H14.1,-2.711889021925315e-4,-0.002711889021925315,-0.9775475526552803,0.33212532733531586,0.7468872682240485,0.022832791510506337
TMEM126A,-0.0018437846873824249,-0.01843784687382425,-0.9774814272108675,0.33215778382044825,0.7468921154322556,4.4031701704957396
RP11-507B12.2,-0.0010163025904707035,-0.010163025904707036,-0.9774052549126708,0.3321951742252037,0.7468921154322556,0.21622101902568147
RP11-764K9.3,0.0034921525021391173,0.034921525021391175,0.977379606085738,0.3322077649937665,0.7468921154322556,1.6584585585223746
MC1R,2.6267595443600373e-4,0.0026267595443600373,0.9771896009298268,0.332301046579477,0.7469652018063896,0.04598697352346244
SLC9B1,-5.103595005268881e-4,-0.0051035950052688815,-0.9771678472731532,0.33231172747759397,0.7469652018063896,0.23574518681026654
RP11-1114A5.5,8.318047820601592e-4,0.008318047820601592,0.9771498526031426,0.3323205629104242,0.7469652018063896,0.20574471625379134
C6ORF25,0.0018123216793227324,0.018123216793227325,0.9769486915482468,0.3324193441291995,0.7470392575571322,0.7000201942084864
SORD,0.002074102474318025,0.02074102474318025,0.9769436382723247,0.3324218258177043,0.7470392575571322,1.7385809502798493
PYGM,0.0013243461248246828,0.013243461248246827,0.9769192403822354,0.3324338079132777,0.7470392575571322,0.7097201115625985
RP11-981P6.1,-0.0018492457703255408,-0.01849245770325541,-0.976616512277776,0.33258250507920384,0.7472109633984693,0.7605701955634687
CAPN8,2.4512309482778254e-4,0.0024512309482778256,0.976600264376868,0.33259048713779593,0.7472109633984693,0.061138339279059956
OR8T1P,2.696813988215837e-4,0.002696813988215837,0.9765858493294357,0.33259756888195124,0.7472109633984693,0.041589314768230204
BACH1-IT2,-5.971389165315461e-4,-0.005971389165315461,-0.9764769399143989,0.3326510765166859,0.7472109633984693,0.08147879370747863
CCDC62,-4.43523401141404e-4,-0.0044352340114140396,-0.9764548413967113,0.33266193430253543,0.7472109633984693,0.22748485397029208
GPRIN2,5.601854047584367e-5,5.601854047584367e-4,0.9764366953478805,0.33267085027550625,0.7472109633984693,0.006325691665465101
ADNP2,-0.001312811009958272,-0.013128110099582719,-0.9761846070861697,0.33279472897256845,0.7473618306580094,1.8021674267121857
DEF8,0.002545990569792994,0.02545990569792994,0.9760722497843349,0.33284995230637493,0.7473618306580094,4.074760765643044
RPAP2,-0.0013199100932759196,-0.013199100932759196,-0.9760396360755476,0.3328659829979853,0.7473618306580094,2.073659307724
RP11-67K19.3,6.562888943319723e-5,6.562888943319723e-4,0.975949707721285,0.33291018833516517,0.7473618306580094,0.007481604118555954
PDPN,1.1901670577881235e-4,0.0011901670577881235,0.975924125850329,0.33292276411322475,0.7473618306580094,0.017898097715469744
GIMAP4,-0.0016618122986140152,-0.01661812298614015,-0.9758752700159218,0.3329467819993861,0.7473618306580094,8.4128586262699
TARSL2,-0.0015106493889972042,-0.015106493889972043,-0.9758673939701523,0.33295065402845947,0.7473618306580094,2.123313324511252
GOLGA8G,2.5734072309399673e-4,0.0025734072309399674,0.9757154171638923,0.33302537484180494,0.7473618306580094,0.06957752986397674
RP3-414A15.2,-7.575448680940412e-4,-0.007575448680940412,-0.9757069019700546,0.3330295617442972,0.7473618306580094,0.11181744878319606
RPL10,0.007538548005601034,0.07538548005601034,0.9756103347918463,0.3330770460541176,0.7473618306580094,8.574688207172192
CTD-2313F11.3,-4.5633602522799255e-4,-0.004563360252279925,-0.9756031095099582,0.3330805990719753,0.7473618306580094,0.0666595998117817
DOK5,1.0311033210542979e-4,0.001031103321054298,0.9755312860275845,0.3331159194881468,0.7473618306580094,0.011929379484742424
EMB,0.001338201890704464,0.01338201890704464,0.9755038593784031,0.33312940766173205,0.7473618306580094,5.810933849269062
RP11-520D19.2,1.42965306840566e-4,0.00142965306840566,0.9754451499722284,0.3331582816212132,0.7473618306580094,0.011364580900683131
AC002472.11,3.991450403052186e-4,0.003991450403052186,0.9753946893635224,0.33318310004991036,0.7473618306580094,0.032950455006636556
PYROXD1,-0.001248332751418618,-0.01248332751418618,-0.9752271325159564,0.333265519590494,0.7473618306580094,1.4593362978853963
RP1-85F18.5,-4.684619668708574e-4,-0.004684619668708574,-0.9751937349994467,0.33328194910658726,0.7473618306580094,0.037738722530336596
TNRC18P3,3.005346511039703e-4,0.003005346511039703,0.9751751907385251,0.33329107196923147,0.7473618306580094,0.06297318134527201
RP3-324O17.4,-0.0015187298175634131,-0.01518729817563413,-0.9751640022236141,0.3332965762471368,0.7473618306580094,1.1537729781582369
TRPM1,-9.095874619682517e-5,-9.095874619682517e-4,-0.9751383490658421,0.33330919674673976,0.7473618306580094,0.013782433925807027
AC004538.3,7.073406293219128e-5,7.073406293219128e-4,0.9751206842093239,0.33331788745176005,0.7473618306580094,0.006503197967542868
PLEC,0.0019381457331589093,0.019381457331589094,0.9751019074891037,0.3333271253325296,0.7473618306580094,0.5709459351084151
GRINA,0.004063884090138289,0.04063884090138289,0.9748951394724695,0.33342886346743006,0.7475298882943187,3.431967576108554
MIR765,0.0017672767786777817,0.017672767786777815,0.9748169733115641,0.3334673296918712,0.7475312227797977,0.18927565073231645
RP11-172F4.2,-0.0024338905470615672,-0.024338905470615672,-0.9747264964156761,0.3335118577952926,0.7475312227797977,4.0052098802271106
RP11-51J9.4,-3.532151383527066e-4,-0.003532151383527066,-0.9747143770734271,0.3335178226145534,0.7475312227797977,0.03437561203198127
NF1,-9.085052886709146e-4,-0.009085052886709147,-0.9746762397845203,0.3335365932381519,0.7475312227797977,1.4911969603191197
TXNRD2,0.001949227358359075,0.01949227358359075,0.9744541314925359,0.33364592561224315,0.747645881677514,1.2375910101748433
RP11-123H21.1,-3.165434324479052e-4,-0.003165434324479052,-0.9744432708969837,0.33365127232663516,0.747645881677514,0.031996185089326994
CNTRL,-0.0020481046607330727,-0.020481046607330727,-0.9744090587989357,0.33366811544876795,0.747645881677514,2.9279192181916764
RP11-395B7.7,0.0018910217640897998,0.018910217640897998,0.9741817788964073,0.3337800229749812,0.7478365931790741,3.2870546918938324
ASZ1,7.71302791387601e-5,7.713027913876009e-4,0.9739462745163452,0.3338960062124906,0.7480364049920222,0.007501991348247032
HVCN1,-0.002516908033075237,-0.02516908033075237,-0.9737733936894367,0.3339811650082408,0.7481641417844583,3.9297618973212285
PHF19,0.002485780924571157,0.02485780924571157,0.9737216910011031,0.33400663585218027,0.7481641417844583,1.9799653928646215
RP11-219F1.1,-0.0018071244703985324,-0.018071244703985325,-0.973443844624337,0.3341435362409638,0.7483841946509725,0.5772206500343543
RP11-483F11.7,-6.573930363346162e-4,-0.006573930363346163,-0.9734134722867511,0.33415850353781507,0.7483841946509725,0.0828693320326653
ERVW-1,8.744494316550376e-4,0.008744494316550376,0.9732332564276559,0.3342473218894535,0.7485230485384455,0.44495661420604277
RP11-108B14.2,-0.0017667400953525236,-0.017667400953525234,-0.9731279313909391,0.3342992379486005,0.7485792467221951,0.6596787179866053
RNF34,-0.0010995602700984604,-0.010995602700984604,-0.9729601258575574,0.3343819624466724,0.7487044181216709,3.9579718146608993
RP11-478C6.4,0.001812719731722875,0.018127197317228748,0.9727814764902936,0.33447004757782817,0.7488415713057264,0.3877815271261792
MCOLN1,0.003184064440702831,0.03184064440702831,0.9724446412667928,0.33463616975020005,0.7491133875802852,3.076614900809648
TERF1P4,-4.936970633111279e-4,-0.004936970633111279,-0.9724264662569337,0.33464513494629156,0.7491133875802852,0.1375284032608252
SS18L2,-0.0017227904629227803,-0.017227904629227804,-0.9723261245993643,0.3346946333799451,0.7491155406102424,5.031462014788514
CYLC2,1.2926121766082874e-4,0.0012926121766082873,0.9723156970635386,0.3346997775496139,0.7491155406102424,0.025422810946320634
CHD1,-0.0013183839769431208,-0.013183839769431209,-0.9722489229497585,0.33473272016233024,0.7491291973162246,3.457656176500459
FAM133A,1.1727115187891611e-4,0.001172711518789161,0.9721145594890066,0.33479901406554824,0.7491420041470848,0.021375654938498682
SAP30BP,0.0012856248615550209,0.012856248615550209,0.9721062924057864,0.3348030932641841,0.7491420041470848,4.89572988481662
RP11-65J3.2,6.399750786099613e-4,0.006399750786099613,0.9720054526206281,0.33485285293597444,0.7491420041470848,0.1601485373544257
RP11-541N10.3,0.0015732004756403358,0.015732004756403357,0.9719909979157508,0.33485998605024747,0.7491420041470848,1.3043811262542777
RP11-575I8.1,1.5574673275681175e-4,0.0015574673275681175,0.9719653371904308,0.33487264936363415,0.7491420041470848,0.013951244062699951
RP11-434O22.1,-6.248091476730212e-4,-0.006248091476730212,-0.9715794635868126,0.33506311227782426,0.7494832139056948,0.07968357602945536
POP1,-0.001109630201461518,-0.01109630201461518,-0.9715161855043175,0.33509435245708463,0.7494832139056948,1.4092407609883508
CHRNA6,-1.318220275069869e-4,-0.001318220275069869,-0.9714931334536984,0.3351057336556491,0.7494832139056948,0.02243232334540941
SYT3,-9.687832596351404e-5,-9.687832596351404e-4,-0.9713093815726505,0.3351964642787988,0.7496260671491406,0.00707874503038547
TRBJ2-6,-0.0034283958279411014,-0.03428395827941101,-0.9709300709371004,0.33538380663644096,0.749984940567508,2.4401492159868057
ZNF658B,-8.982049653496381e-4,-0.008982049653496381,-0.9707440091992484,0.3354757281886971,0.7501303936666027,0.6185828609261262
PNMA3,0.0024414310856533585,0.024414310856533585,0.9706461855499748,0.33552406344596497,0.7501783714473189,0.591292637798833
DOLK,0.0019190064862257554,0.019190064862257553,0.9704851233344048,0.335603655270294,0.7502962206499444,2.1808648141588893
PRCD,-2.719863740208657e-4,-0.002719863740208657,-0.9703396187037188,0.33567556973813106,0.7503424056343142,0.06517655306556079
NRG4,-0.0012592845208815409,-0.012592845208815408,-0.9703345354235927,0.33567808229129514,0.7503424056343142,0.6755273420283971
RP11-544A12.8,2.3027817461454238e-4,0.002302781746145424,0.9700689764035586,0.3358093595047108,0.7505757366682533,0.04222487824069581
C1ORF63,-0.00301661947292856,-0.030166194729285598,-0.9698996020788845,0.33589310618009194,0.7507028021689915,4.8657107495766265
SLC25A12,-0.0013014966627547927,-0.013014966627547928,-0.96982540381127,0.3359297976502146,0.7507246899205291,2.5526117837997853
NETO1,-6.154348431707199e-4,-0.006154348431707198,-0.9687774095569871,0.3364483191205422,0.7516934104387425,0.17476679061851239
MPP2,-3.301707744022534e-4,-0.0033017077440225338,-0.9687573828027846,0.33645823299388244,0.7516934104387425,0.08971701943927793
MED20,-0.001156615382753768,-0.01156615382753768,-0.9687572424296826,0.33645830248366315,0.7516934104387425,2.6256123416007404
CYS1,-8.758802581788258e-5,-8.758802581788259e-4,-0.9687315810245868,0.33647100596958834,0.7516934104387425,0.005994069774381927
RP11-439C8.1,-4.064282678955924e-4,-0.004064282678955924,-0.9685482681259837,0.33656176283834294,0.7518359853384147,0.03776689605024227
PMS2P1,-0.001220946207294101,-0.01220946207294101,-0.96839811552178,0.336636114307019,0.7519418927818248,1.1494793778361607
RP11-447H19.3,-6.222017488122965e-4,-0.0062220174881229655,-0.9681318422156546,0.33676799218977416,0.7521762693675254,0.20216122845586004
RP11-1078H9.5,-1.9290581579888772e-4,-0.0019290581579888772,-0.9678608744421958,0.3369022300541168,0.7523596310439216,0.01770021943408041
RP4-800M22.1,-0.0019560692412607327,-0.019560692412607328,-0.9678529226141472,0.33690616993466627,0.7523596310439216,2.0209815872872077
KLHDC7B,0.0026678853884959334,0.026678853884959334,0.9678028951507422,0.3369309576645638,0.7523596310439216,1.0527980177403609
RP11-443B7.1,0.001391192677204149,0.01391192677204149,0.9676509755428941,0.3370062385268846,0.7524175474338322,0.788153851068384
NDNL2,-0.0021952059254454733,-0.02195205925445473,-0.9676133227046433,0.3370248983854812,0.7524175474338322,3.6328601878570823
NSMCE2,-0.001402351661254455,-0.014023516612544551,-0.9675403924538573,0.33706104283337524,0.7524175474338322,3.1802026522836195
IPO9-AS1,3.209063023959934e-4,0.003209063023959934,0.9674928691960675,0.337084596874338,0.7524175474338322,0.07585420892142673
GUCY1B2,-6.356072148305548e-4,-0.0063560721483055475,-0.9674614559116347,0.3371001668942807,0.7524175474338322,0.08683316033766211
MATN1-AS1,-0.001102317808019062,-0.01102317808019062,-0.9673614462364103,0.3371497399256297,0.7524175474338322,0.4877342148424761
AC009494.3,4.1549509615130105e-4,0.004154950961513011,0.9672963506636649,0.33718200923197317,0.7524175474338322,0.050203472217242244
GAA,0.005027307732837803,0.05027307732837803,0.9672793300527729,0.33719044705839374,0.7524175474338322,2.7253292256257606
